title,description,user_id,customer_id,status,priority,due_date,completed_at
"quo non eius","Blanditiis architecto ullam modi magnam veniam nisi. Enim fuga ut et omnis voluptas voluptate. Velit molestiae dolores rerum et ut unde.",91,6,planning,high,2025-03-29,
"aperiam doloremque tempora","Assumenda vitae vel mollitia voluptates ipsum magnam. Ducimus debitis laborum tempora itaque rerum dolores. Tenetur vel enim dolores sint odit pariatur voluptatem.",42,147,in_progress,low,2025-03-30,
"ut omnis doloribus","Dolorem odit deleniti cum placeat eaque esse. Voluptas qui voluptate harum sit illum reiciendis. Vel saepe vel maxime.",30,41,on_hold,critical,2025-03-27,
"occaecati sit sit","Cumque optio id pariatur est qui aliquid odio. Nihil aut animi dicta ut dolores qui dolor suscipit. Dolorem ut eos dolore.",100,121,on_hold,medium,2025-03-31,
"sint sunt minima","Temporibus rem ipsam nisi fugiat provident. Enim ullam ducimus maiores dolor. Excepturi neque nesciunt quo quae hic quae.",42,78,cancelled,low,2025-03-27,
"tempore iure accusamus","Maxime quis quis autem ut inventore cumque. Ex est consectetur voluptas maiores ea dolores et. Et error expedita quibusdam deserunt eius fugit officia.",82,127,in_progress,high,2025-04-02,
"nostrum ea fugit","Libero cumque quis natus eius culpa rerum. Saepe aut neque quia et et. Magni eius hic sunt rerum.",11,78,in_progress,low,2025-03-31,
"inventore nesciunt magnam","Aut soluta non et dolorem. Minima eveniet commodi sint assumenda qui et recusandae. Sunt nostrum sunt ducimus repellat vero optio voluptatem.",92,123,planning,low,2025-03-28,
"odit alias ipsum","Placeat eius ducimus numquam. Consequatur error sunt dolorem fuga praesentium laboriosam sunt aut. Rerum dolor aspernatur impedit.",61,162,planning,high,2025-03-28,
"sequi pariatur pariatur","Minima in sint ut voluptates soluta cupiditate iste eius. Eaque dolor voluptatem nam. Quas corrupti sint quia aspernatur fugit exercitationem.",97,187,on_hold,medium,2025-03-27,
"accusantium et illo","Dolor ut qui iure minus. Sint maxime aut et animi omnis quam assumenda aliquid. Qui consequatur eos cupiditate quisquam.",42,164,planning,critical,2025-04-02,
"commodi corrupti molestiae","Beatae et odit aliquam quod. Consectetur magnam eaque non voluptatum est molestiae sed. Corporis aut repellendus quam maiores saepe.",68,144,planning,critical,2025-04-02,
"fuga illo minima","Fugiat sunt similique sit beatae. Nobis commodi labore doloribus. Amet et eos dignissimos incidunt exercitationem.",30,147,cancelled,medium,2025-03-29,
"qui odio quia","Dignissimos dolor dolorem rerum reiciendis. Qui est aut dolores impedit. Voluptates aut sunt aut odio.",100,31,cancelled,high,2025-03-29,
"eius corrupti praesentium","Voluptatem in laboriosam aspernatur maxime voluptas quod molestias sequi. Est ut earum reprehenderit necessitatibus aut dolor. Mollitia consequatur quae ipsum voluptatem voluptas autem ipsum.",80,189,in_progress,low,2025-04-02,
"suscipit consequatur ut","Soluta dolor deserunt eligendi necessitatibus vel. A fugiat qui recusandae fuga qui aperiam cupiditate. In voluptas vel velit omnis ut.",38,119,on_hold,critical,2025-04-02,
"sed repudiandae quia","Et voluptas corporis aut ratione ad vero. Ut minus rerum voluptas aut ut dolores. Aut dolorum ipsum repudiandae quibusdam earum temporibus.",93,127,on_hold,medium,2025-04-03,
"inventore illo alias","Sint dolorem commodi odio. Nostrum impedit suscipit vitae ad. Labore nihil vel veniam omnis.",94,121,planning,low,2025-03-31,
"a minus nihil","Iusto illo ea sequi ullam officiis corporis. Dolores deserunt amet odit numquam enim quo. Aut consequuntur maxime sit ducimus qui qui.",38,54,planning,critical,2025-03-29,
"similique dolorem similique","Officia voluptatibus quod aspernatur dolores. Enim laboriosam maiores debitis ducimus. Dolor tempore natus quidem sequi odio fugiat.",23,2,planning,low,2025-03-29,
"et quae fugit","Iste suscipit ea qui. Numquam ipsam quisquam impedit dolor molestiae qui aut. Eum quia consequatur et consequatur voluptatem.",26,188,cancelled,low,2025-03-29,
"omnis vel debitis","Eos unde laborum suscipit. Illo sunt quia labore ea a quos illo quis. Delectus et voluptatum sint inventore voluptatem a.",14,64,planning,high,2025-03-29,
"ullam illum qui","Eveniet facere sed deleniti et cum qui. Quia blanditiis ab exercitationem est. Voluptatum odit quia aspernatur occaecati at et tempore.",6,175,cancelled,high,2025-03-29,
"cumque fugiat dicta","Id deleniti quod facilis illo corporis. Nobis voluptate velit blanditiis architecto rerum quod. Minima aut inventore beatae culpa deleniti voluptas nihil perferendis.",42,23,planning,low,2025-04-01,
"expedita quia voluptatem","Ullam impedit fugit repellendus ut repellendus magni. Quam qui blanditiis quam et. Natus nostrum vero odit aut voluptas et.",16,107,on_hold,high,2025-03-31,
"inventore quis dolorum","Facere atque corrupti asperiores qui veritatis rerum quis. Consequatur exercitationem debitis labore qui et similique dolorem. Voluptatem deleniti culpa et voluptatem iusto dolores.",42,194,on_hold,medium,2025-03-29,
"quia porro qui","Et sit sit in. Voluptatem repudiandae id laboriosam. Unde et aut consectetur maiores et.",47,71,cancelled,low,2025-03-30,
"inventore officiis sed","Sapiente aut aut alias voluptatem rem. Accusamus perferendis eos id porro harum. Eaque sunt veritatis autem.",2,38,completed,critical,2025-03-30,"2025-03-12 01:19:39"
"dolorum ut earum","Nam omnis nobis deleniti doloribus. Quis recusandae et dicta magnam vel nobis qui. Et nihil inventore vero voluptatum consequatur id.",40,121,on_hold,high,2025-03-30,
"eos officiis aut","Aut ut expedita consequatur explicabo deleniti aut. Sunt recusandae accusantium qui totam. Dolor magni aut necessitatibus quia fugit at.",98,40,cancelled,medium,2025-04-02,
"mollitia eum doloremque","Voluptas id blanditiis est similique et dicta. Esse incidunt natus vel nisi aut eum dicta. Voluptatem est ut optio sint eum sint eum.",53,57,planning,low,2025-03-28,
"vel nesciunt fuga","Quod quae dolorem unde in voluptatem voluptas voluptatem. Amet magni hic earum commodi eveniet vero enim omnis. Suscipit reprehenderit odio maxime blanditiis pariatur.",25,159,in_progress,medium,2025-04-02,
"in impedit qui","Deserunt voluptas laudantium aut at explicabo eos dolor molestiae. Id quos distinctio debitis repellendus. Distinctio voluptas ea consequuntur neque velit omnis accusamus.",33,181,in_progress,high,2025-03-29,
"dolores quasi minima","Et earum aut esse perspiciatis. Molestiae architecto rerum eum ut deleniti non. Voluptas ad soluta voluptatem.",96,162,in_progress,medium,2025-04-03,
"velit eos quasi","Vel eligendi nemo nihil dolores. Quia est voluptatem voluptatem voluptate perferendis maxime. Dolores tempore ut non eligendi voluptatem quia.",64,62,completed,high,2025-03-28,"2025-03-06 13:05:02"
"minima qui incidunt","Sint ea ut rerum ipsum praesentium saepe temporibus doloribus. Quia illum repellendus voluptas unde placeat quaerat. Molestiae consequatur est at sapiente.",76,25,planning,medium,2025-04-03,
"voluptatem nihil officiis","Facere voluptatibus consequuntur laborum aliquam minus qui quis. Consequatur et rerum ut laboriosam sit similique. Ut ipsam excepturi consequatur sapiente cupiditate.",47,175,completed,high,2025-03-31,"2025-03-08 06:09:23"
"et quasi ut","Minima nulla quisquam totam sint. Mollitia quis unde inventore ipsum nostrum molestiae reprehenderit. Blanditiis assumenda quibusdam omnis amet magni ipsa quae.",5,49,in_progress,critical,2025-04-02,
"vel voluptas repudiandae","Aliquam totam aut itaque numquam. Deserunt id eligendi ea reprehenderit magni. Ipsum possimus est quia et.",80,154,planning,medium,2025-03-31,
"quis iure neque","Placeat eos voluptates est assumenda culpa iure ab sed. Eius dolores voluptas quas et. Voluptas sit officia ea id at molestiae.",4,70,cancelled,low,2025-03-31,
"veniam possimus corrupti","Magni veniam tempore nemo ipsum qui. Repellat saepe culpa architecto laudantium excepturi vitae dicta. Sed sint blanditiis nesciunt.",47,136,cancelled,medium,2025-03-27,
"quibusdam accusantium et","Ea aut consectetur laborum ducimus voluptatem sint. Inventore magnam dolor tempore omnis minima odit ipsam voluptas. Et adipisci voluptates quia.",52,180,planning,medium,2025-04-01,
"eum labore laborum","Sint soluta non in est et. Omnis est et ex nemo numquam porro temporibus et. Corporis illum quis rerum.",22,108,completed,high,2025-03-29,"2025-03-12 07:13:29"
"deleniti possimus deleniti","Tempore debitis est laborum animi. Aliquam est eum itaque qui. Tempore id sunt corrupti temporibus molestiae illum sunt assumenda.",4,15,completed,critical,2025-03-29,"2025-03-08 11:36:02"
"voluptatem sed non","Explicabo rerum mollitia voluptas et. Sunt quia sed minima earum nemo dolorem. Ut eaque incidunt at ut vero.",23,13,completed,low,2025-03-31,"2025-03-09 10:00:42"
"dolorem adipisci nihil","Voluptatem ut amet consequatur libero. Quae mollitia cum quia ratione odio est. Dolorem corrupti temporibus minima vel.",89,113,completed,high,2025-03-28,"2025-03-08 22:40:37"
"necessitatibus molestiae sed","Dolor iure et dolores soluta aliquid adipisci voluptatem. Corporis minima ut exercitationem ut architecto in quas. Illo fugit et quidem voluptatem blanditiis.",92,191,cancelled,medium,2025-04-03,
"ducimus quam amet","Incidunt voluptatem veritatis cupiditate ut architecto adipisci et. Id dolorem hic mollitia qui. Nostrum ab eos aut enim accusamus fugiat omnis quia.",43,34,completed,high,2025-03-29,"2025-03-13 07:55:06"
"quasi quis labore","Sint facilis recusandae suscipit dolores. Aliquid labore nostrum atque quis quam. Eos et facilis eum nesciunt ab.",44,143,planning,medium,2025-03-30,
"recusandae dolorum cum","Eum illo atque et totam. Placeat dicta et voluptatum est voluptas. Et nihil quae odit a voluptates quia.",57,27,on_hold,medium,2025-03-28,
"officiis sint modi","Accusamus consequatur voluptates explicabo dolore harum sed blanditiis enim. Non totam similique architecto numquam et. Id omnis expedita reiciendis consequatur voluptas pariatur voluptate.",36,158,in_progress,low,2025-03-28,
"quibusdam quidem labore","Rerum rerum hic omnis perferendis ex ad. Dolor repellendus consequatur porro vel sit. Non et velit sit animi praesentium eos et reiciendis.",46,115,completed,critical,2025-04-03,"2025-03-12 22:54:02"
"rerum velit atque","Minus nesciunt sint sed aut dicta. Sunt corporis et soluta et in nihil sit. Modi incidunt et laudantium vero eligendi beatae nostrum non.",99,12,completed,medium,2025-04-02,"2025-03-12 10:42:41"
"ex sapiente accusamus","Ducimus consequatur distinctio est illo quae temporibus. Aperiam officia ea exercitationem doloremque ut porro nam. Totam porro recusandae expedita quia deleniti enim voluptas odio.",66,52,on_hold,high,2025-03-27,
"reprehenderit temporibus deserunt","Et ut sed possimus in quod illum. Id sequi quae ipsa adipisci magnam. Et recusandae et iure possimus dolorum vero.",17,139,on_hold,high,2025-04-01,
"rem dolorem voluptate","Tenetur tempora placeat atque sed aut. Neque voluptatem animi alias dolorem qui exercitationem. Ipsa veniam consequatur placeat molestias vel aut assumenda quae.",82,142,cancelled,high,2025-03-31,
"eos et ut","Qui ipsum labore aut blanditiis. Et numquam sit laboriosam commodi. Odio dolorum accusantium commodi eum consequatur.",12,105,in_progress,medium,2025-03-30,
"at autem aut","Non saepe pariatur officia veritatis dolor id mollitia. Omnis consequatur beatae nesciunt itaque. Eum cumque id soluta iure.",54,42,planning,critical,2025-03-31,
"molestiae ipsum nobis","Rerum voluptatem harum qui aut omnis et. Doloremque quasi architecto earum. Aut iusto debitis dolor mollitia officia nihil.",55,109,cancelled,high,2025-04-01,
"quod ducimus non","Saepe ut neque consequatur aut alias. Et cupiditate nam id ut eveniet voluptates eos harum. Voluptas occaecati fugit qui.",4,139,on_hold,critical,2025-03-31,
"aut veritatis quae","Excepturi voluptas odit aliquid laudantium atque unde sapiente. Iste voluptatem quam impedit molestiae itaque eos quia. Fugiat in non rerum sit exercitationem.",30,57,completed,medium,2025-04-02,"2025-03-09 20:22:58"
"aspernatur quibusdam earum","Illum nostrum accusamus ducimus earum et illum. Commodi cumque ipsum perspiciatis distinctio ea repellendus aut. Non suscipit velit aut qui temporibus aut facilis.",17,95,completed,medium,2025-03-30,"2025-03-08 17:18:43"
"rerum ea veniam","Quia vel voluptatem eum harum. Similique repudiandae dolore quidem sapiente blanditiis necessitatibus ducimus. Nesciunt voluptas ipsum perferendis hic qui consequatur.",94,155,in_progress,critical,2025-04-01,
"quas quia laudantium","Vel necessitatibus omnis quisquam aut laborum molestiae. Deserunt tenetur dolore quidem in fugiat et. Totam asperiores ea omnis non omnis aliquam.",18,134,completed,low,2025-03-31,"2025-03-08 05:52:11"
"cumque in eos","Qui asperiores minus quod labore et non. Fugit culpa consequatur aliquam ut itaque. Aut dicta placeat numquam id omnis.",3,179,planning,medium,2025-03-29,
"ipsa quaerat facere","Iste similique et asperiores perferendis et. Consequuntur et consequatur earum nihil blanditiis nesciunt eligendi sint. Sint ab tempore facilis et provident.",56,37,on_hold,low,2025-03-28,
"molestias autem et","Praesentium nihil sed ipsam soluta aspernatur vero neque. A illo sunt eum molestiae. Aut sint et adipisci.",22,29,completed,low,2025-03-31,"2025-03-06 15:04:42"
"et voluptatibus ut","Ad esse eum ab laboriosam. Labore est quia ipsa et facilis error explicabo. Placeat molestiae ab totam vero impedit dolor eaque.",12,40,cancelled,low,2025-03-29,
"veniam asperiores delectus","Et necessitatibus voluptatem rem iure et hic. Delectus veniam dolorem ipsa voluptate velit impedit. Ut sunt porro pariatur est est voluptatem cumque.",74,52,planning,high,2025-03-30,
"quia tempore et","Commodi quae incidunt a quidem eius harum voluptatem. Quia ut et quos placeat eligendi in. Voluptas earum rerum et dolores quidem repellendus aut.",30,169,planning,medium,2025-03-31,
"nemo alias corporis","Provident hic eos placeat tempore quod. Odio nam dolorum omnis qui asperiores sit voluptates eos. Et sed iusto impedit tempora et illo sint.",49,30,in_progress,low,2025-03-30,
"corrupti facere corrupti","Totam voluptatem cumque rerum distinctio quia. Soluta perferendis quia sequi aliquid officiis. Et consequuntur voluptatibus molestiae id qui.",13,72,cancelled,critical,2025-04-01,
"animi deleniti aut","Adipisci autem fugit soluta cum deserunt incidunt. Et ab vel rerum ea. Vel possimus molestiae et aliquid ratione.",40,10,planning,low,2025-04-03,
"et assumenda et","Exercitationem enim vitae nobis ut quibusdam dolores aut. Atque quas sit aliquid tempore quas. Consequuntur non laboriosam eum est.",15,197,on_hold,critical,2025-03-31,
"nostrum pariatur ea","Consectetur quisquam natus odio. Assumenda officia distinctio qui cupiditate in iusto fugit. Et rerum vero quia eligendi sunt et.",11,120,completed,medium,2025-03-30,"2025-03-06 20:01:11"
"dolore maiores nobis","Dolores est voluptatem expedita quod omnis. Reiciendis et inventore ut ut ut. Perspiciatis veniam harum autem blanditiis perferendis.",25,113,planning,medium,2025-04-01,
"minus delectus dolor","Neque consectetur itaque ut sit harum. Et ut dolor omnis. Et molestias molestiae alias nesciunt magni voluptatum fuga est.",69,119,planning,high,2025-03-30,
"vitae consequuntur eligendi","Placeat eaque impedit alias. Expedita repellendus officia eum sit quisquam magni rerum. Ad voluptatibus velit aut doloribus ab.",48,111,cancelled,critical,2025-03-31,
"consequatur iure reiciendis","Atque perspiciatis corporis dolor ut animi voluptas velit. Quo maiores totam aut amet. Quia id sapiente molestiae accusamus.",7,102,cancelled,high,2025-04-03,
"nulla rerum eligendi","Fugit officia tempora deserunt modi suscipit. Libero pariatur autem corrupti quia nam id. Reprehenderit natus voluptatum id rerum laboriosam dolores.",9,117,cancelled,critical,2025-04-02,
"perspiciatis voluptatum qui","Laboriosam assumenda dolor ea laudantium fugiat et. Molestiae dolor quos quibusdam ratione dolorum harum ullam vel. Ipsam mollitia sed cupiditate omnis blanditiis.",77,3,cancelled,low,2025-03-29,
"nihil dolores doloribus","Et architecto occaecati facilis accusamus quos. Est sunt ad eos maiores eligendi voluptatem et. Voluptatum nostrum aut voluptatem magnam et explicabo.",6,38,on_hold,low,2025-04-03,
"eum cumque esse","Et omnis non aut consequatur odit et deleniti voluptatem. Et aspernatur velit dignissimos. Reprehenderit eum ab provident velit aut nesciunt hic ut.",83,133,completed,critical,2025-04-01,"2025-03-10 20:03:16"
"esse molestiae numquam","Officia cumque quas eligendi. Incidunt necessitatibus perferendis placeat voluptatem voluptas. Consequuntur nemo fugit earum iure rerum consequatur voluptate.",40,150,in_progress,high,2025-03-31,
"voluptatem ut voluptas","Quas quo laborum asperiores voluptas molestias et necessitatibus. Qui dolores molestiae voluptatem. Aut temporibus molestiae veniam libero mollitia quis.",93,105,in_progress,high,2025-04-02,
"amet et omnis","Reprehenderit est aut nobis et. Et voluptatibus reprehenderit rerum ut in. Nostrum quas reprehenderit et nemo accusantium doloremque.",19,140,on_hold,medium,2025-03-30,
"repudiandae nobis molestias","Assumenda nostrum iste est corporis sit eum. Nihil officia ducimus quo voluptatum inventore dicta. Aut nobis dolor quas ipsum deserunt cum.",73,17,completed,critical,2025-03-31,"2025-03-09 07:31:29"
"ut in omnis","Iure accusantium at qui ea fugiat. Labore et doloremque nam explicabo sint quia. Fuga nobis est sunt doloribus.",33,54,cancelled,high,2025-03-31,
"consequatur odit reiciendis","Quia accusamus velit quia non at corporis voluptatem. Et nam neque accusamus aut. Dolores consequatur iste eaque quasi quia exercitationem.",56,74,planning,high,2025-03-29,
"distinctio fugit esse","Odio quod suscipit tempora voluptatum numquam est. Cumque nesciunt provident maxime nam in. Amet ex qui voluptatem dolorem quo doloribus.",30,13,on_hold,medium,2025-04-01,
"enim aperiam minus","Magnam non eum voluptates. Aperiam dolorem reprehenderit consequuntur. Sequi qui ducimus hic facilis.",5,148,on_hold,high,2025-04-01,
"et dolor dolor","Et et omnis est fugit. Atque perspiciatis amet aut et deleniti exercitationem voluptas. Non qui ea delectus non dolor repellendus.",71,117,cancelled,low,2025-04-01,
"quia nemo quasi","Quia non dolor debitis iste eum voluptas. Id possimus est excepturi quae. Explicabo magnam earum repellendus et qui in impedit quidem.",5,87,planning,low,2025-04-02,
"voluptatem accusamus illo","Repellat ad eos recusandae dolor fugiat. Qui a rerum accusantium nihil consequatur harum. Enim cumque praesentium eligendi itaque facere.",20,15,in_progress,critical,2025-04-03,
"maiores iusto ea","Ut totam quasi facilis iusto dolorem dolorum. Libero eum et vero alias facere quod ut. Et molestiae et architecto dolorum quod et.",53,89,in_progress,low,2025-03-31,
"veniam atque voluptatem","Voluptas aut in recusandae voluptate veritatis sit odit. Repudiandae delectus ea architecto officia velit neque. Repudiandae dolor provident autem quam veritatis voluptas et.",39,69,on_hold,critical,2025-04-02,
"et quia nobis","Consequatur eius iste autem nihil et esse ut perspiciatis. Similique id qui corrupti labore. Et consectetur molestiae veritatis aut saepe.",69,49,in_progress,critical,2025-03-29,
"at atque numquam","Quam fugiat velit voluptatibus cum ipsam eius sunt. Impedit beatae ut molestiae sunt velit. Natus officiis cupiditate omnis ut.",24,13,on_hold,medium,2025-04-02,
"quae est necessitatibus","Eveniet qui aut nisi dolorem ut officia. Omnis illo possimus odio unde consequatur atque. Vitae at non necessitatibus accusantium possimus accusamus.",18,142,planning,medium,2025-03-31,
"ut voluptas quod","Sunt est qui amet. Explicabo asperiores quam provident et adipisci. Et enim voluptatum ut expedita.",78,112,completed,high,2025-03-29,"2025-03-12 12:27:36"
"quidem nesciunt et","Provident quibusdam nemo est eaque consectetur deserunt in. Incidunt eligendi vel id repellendus quia. Quo et placeat nesciunt dicta et aliquid ut.",32,70,planning,medium,2025-03-30,
"pariatur animi aperiam","Impedit neque iure aperiam quia aspernatur ut. Similique voluptates necessitatibus aspernatur sint vitae voluptatem commodi. Corrupti dolor eius quia sit exercitationem consequuntur esse.",88,112,cancelled,medium,2025-03-28,
